16,44,16,39,22,32,21,30,3,1,44
16,44,16,39,13,14,12,16,3,1,20
16,44,16,39,25,26,26,30,3,1,43
16,44,16,39,31,32,30,34,3,1,34
16,44,16,39,7,26,6,29,3,1,47
16,44,16,39,25,26,26,30,3,1,43
16,44,16,39,19,26,18,31,3,1,56
16,44,16,39,7,14,6,18,3,1,35
16,44,16,39,10,20,9,15,3,1,40
16,44,16,39,22,20,23,17,3,1,67
16,44,16,39,4,26,5,22,3,1,49
16,44,16,39,25,14,24,16,3,1,53
16,44,16,39,22,32,21,30,3,1,44
16,44,16,39,13,26,14,28,3,1,13
16,44,16,39,4,26,5,22,3,1,49
16,44,16,39,31,14,30,15,3,1,71
16,44,16,39,28,26,29,23,3,1,72
16,44,16,39,16,26,15,24,3,1,48
16,44,16,39,22,38,21,33,3,1,37
16,44,16,39,28,14,27,10,3,1,78
16,44,16,39,19,20,20,23,3,1,30
16,44,16,39,4,20,5,17,3,1,29
16,44,16,39,4,32,5,30,3,1,4
16,44,16,39,4,39,3,37,3,1,39
16,44,16,39,13,26,12,27,3,1,8
16,44,16,39,16,32,15,27,3,1,7
16,44,16,39,22,20,21,15,3,1,32
